,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,O*NET-SOC Code,round O*NET-SOC Code
n000001,-13.302989661893253,4.130752065103049,-3.9030032735912803,-6.75138374254165,2.1001833146506868,0.20168992901518445,-5.107595951281506,1.6843111353570803,-0.9900413848808292,2.304645601281883,-1.809478629196128,-6.1436622848072595,1.9912702109649025,-2.4039729209862397,2.204672538670729,113031.0,113031.0
n000002,-12.34446673627441,2.8199623087255605,-1.9583009777733353,-6.124050318466726,6.316230427406824,-0.19128568849444605,-4.669979954811801,3.6437235255014175,3.69397806913192,-5.13976598048402,3.5345499214564504,-5.294684087837205,-0.7172564203269076,-1.4118515341445075,4.613087948171356,113031.0,113031.0
n000003,-3.401065969293101,4.3152259320451165,-4.971556749633172,-1.2798321375605848,0.771881392156267,-1.9115797636070662,3.084873059699794,2.190728606519394,2.7430650838459996,1.3011734951544223,-1.8853229251574843,9.48572163450799,-5.976402924032739,2.8552983196956703,-1.108677513653116,113031.0,113031.0
n000004,-6.87116537474192,4.102965732847946,-0.7133643988483245,3.715615663916006,-5.195041222708008,2.1634359715973903,1.2526061406463196,9.412040846750486,-7.777737244057926,-10.958881973642555,5.682469607076087,6.314897761981902,3.8583297002915877,2.078322973021365,5.124362819750725,113031.0,113031.0
n000005,-10.472688643071404,2.986009748104274,-0.8317808932656354,-1.3131633771477031,-3.1319071451945724,-4.982975488774897,1.2440109579393874,-4.719631947189461,5.359667171343154,-4.524480869123184,4.640005377575972,-2.760144685789868,-4.617729341449625,-1.5348242924085256,-5.07767374908944,113031.0,113031.0
n000006,-13.807453325340848,7.874874849203572,3.236849097744401,-1.9074053840477856,-2.4443886984539613,-3.8439122358248743,-4.549019643125404,3.4359144851376406,0.060059232513098415,4.428830844217386,5.366431488957025,8.345404108030692,0.6311499049976068,3.3165809755295754,1.4217946415135785,113031.0,113031.0
n000007,-14.492984151387788,11.09716813830809,-0.7804201169100424,-4.796806983269134,-0.2335925788135813,5.647067354121256,3.75510816484389,8.13847734130537,0.9615984099485826,-5.46839807605707,-5.4828836250442,1.4785471804704942,-2.897352373701548,-0.4964621932748524,3.93787323760926,113031.0,113031.0
n000008,-16.013096909101296,5.242484054388939,4.469847495195069,0.5612267454682547,-5.042914627412101,4.111744181235638,0.8712997693841191,2.3321560512498904,-1.349917272331691,0.10546015242155127,4.2413586178052745,1.553894430019389,-4.2883739397353,0.033061905633733894,-0.3519173093530452,113031.0,113031.0
n000009,-11.659697707059326,-3.9986538679938475,-2.182604852909242,-0.9099204818817825,-7.190064050696746,-2.4145291026219695,2.440143544073152,6.940233437711404,-0.5591377928800134,-2.274108382752239,10.364782522229707,-2.756085808141756,-0.6654154914197079,-0.4542050014141092,2.4050244739282447,113031.0,113031.0
n000010,-7.499990896041076,2.2318340482965735,-0.5744391533380819,-5.172062345450211,-3.1531687677204965,-5.194099127429826,-0.40019768990561544,5.060436449740936,0.2803551673188007,-3.3024182764361205,4.899735053477439,-5.630999738696115,-4.41013206623916,2.405459294447701,6.738143234609385,113031.0,113031.0
n000011,-6.208251233839956,5.302040134458102,1.557946570535224,-3.844374087779236,-4.799660116888711,-1.501135574219818,0.5592052044837932,1.719126574148261,2.471406041408851,-6.383833434217488,2.8482302977678104,-0.5110638112588799,5.995843210816436,0.32764680904399757,1.3920237472920038,113031.0,113031.0
n000012,-7.373605898897811,-0.2771157058689866,-1.2323472341723771,-0.7929382279131465,4.702557033871583,-0.664342361508841,2.0802714230400254,6.065911765837431,3.1974510819173116,0.9913860118690363,1.496967079582683,-4.473517395733119,-5.400421874851787,-2.3603017596855342,-0.09556576031128605,113031.0,113031.0
n000013,-11.82150011950128,7.061929936144099,-2.2685398398606313,-5.159570317476241,4.6496724058918915,-0.1672864725166776,-1.2915044963229256,9.487660646586844,1.8561632606200522,-0.202211675324099,0.2321159531717083,-4.05281902037357,-2.0931301256642896,4.054511080046628,1.1038807809426616,113031.0,113031.0
n000014,-8.637746056226455,3.6497070278484096,4.249742799631302,-2.1284915978106795,-3.0993601407320224,-0.5966519319227489,3.5686432310238376,5.634983460735503,8.748169857938832,-0.004862053302211233,-2.6034230053870218,4.998461927206373,-0.19737466415838334,0.8080626765969096,1.5218537163216999,113031.0,113031.0
n000015,-6.233819089761861,6.796065284164484,4.935868409068265,1.6706378346848907,-8.756701475271973,0.11005468560037734,3.5088714508134933,4.575090495751019,-0.6362159091307746,-2.9229700865594035,4.011989578905107,6.926290088848015,-4.114250238403454,0.44952199660805225,1.9364959362467977,113031.0,113031.0
n000016,-8.831468944297187,7.63567902749414,-1.7301189217146205,1.8043747846646725,-3.335882237201807,-1.621462506822196,6.069616562697055,7.785505691385545,4.110742356111488,-1.366696665603678,-2.5338682200485887,2.9050386529051493,-6.508224452127213,-3.239039177452496,-0.5767497005792956,113031.0,113031.0
n000017,-8.382182319446375,-0.07366798979070177,-0.1429413969394876,-5.078368264674433,-1.6215016443683274,-4.733470410809799,3.429749933721264,4.2188632822700605,4.528618020553457,-3.243863764157915,-1.3865677430277543,-2.2589699282673,-6.964914019334214,-7.168216325090652,-1.1265557275774232,113031.0,113031.0
n000018,-8.50372919516046,-1.2821590084301207,-3.737006453727063,-1.2426511462031944,-3.0731862062593622,0.913845270683062,6.5309832135366985,5.300725657784064,2.7535077691507794,-4.2788707159174955,3.466583662967749,-1.255238556067334,-0.38755825515501074,-3.1240235262426728,1.828923021276214,113031.0,113031.0
n000019,-9.224602369413743,-0.992264718101894,-1.1023834426301575,-4.587733260771885,-7.302467212984158,-2.1517529030065017,0.24760891668415702,3.7289034502509493,2.328676913340016,-1.9168109791925447,3.1275384256290657,-2.3355461796975954,-1.806412830502597,-2.0404765348251748,-1.474490554975352,113031.0,113031.0
n000020,-9.88009965582539,2.886254206644781,-1.3656980285418827,-5.796378148418245,-3.58534288654688,1.5484629519233386,-1.8010381675119036,-0.46630183800924163,2.9984833569686757,-1.2651884422518498,-1.0544702070155574,-3.399143523101909,5.486446282495157,1.6086061074644369,2.592302856239094,113031.0,113031.0
n000021,-4.506813016186822,3.034759580303433,1.6712033535880406,-2.9588138866607987,-5.84540739266761,0.4117167179344925,-2.441261082897641,4.064194579158434,3.4444403908356014,3.2237484764592326,0.864534787627407,-0.8009320938150826,1.5906136328103408,8.29131836396895,-1.4749913067975526,113031.0,113031.0
n000022,-13.92354146789194,8.380743695125002,-8.903997624515474,4.411853311850447,-5.343985868100462,2.2720676462406577,2.839054165823265,8.064935441968347,0.7407766685132318,-2.3554302957530355,1.5172634440666375,0.7402783857039873,-5.083618405363103,-0.20045615988171533,-4.451664569711266,113031.0,113031.0
n000023,-11.573348588271621,1.05955770035639,5.013662178488062,-1.6489863162365455,-4.446994038362546,-6.91637679390408,3.917100896188597,3.5450046513331093,2.414105839823444,-1.446923026505863,-1.1904596066787048,3.7254692513627976,-0.8692422376291633,5.29268851211731,1.999972619193923,113031.0,113031.0
n000024,-12.691119243723834,4.7135464283561355,-3.743421286325699,3.5546729169650075,0.49326123814060185,0.011165651246256236,1.2929679838590133,8.609898031824267,2.8803677874903744,-10.360529391139448,2.5746830120375677,0.712976120344821,0.5352689620107864,1.3068506652740413,-3.4893859659056963,113031.0,113031.0
n000025,-9.09281343615607,3.435773728308942,7.496573745311216,-9.521348803895078,-0.42641779563344384,4.627807067771036,-1.044529197414461,4.21768072792077,1.3744128744698567,-6.9174902402779,5.512903519652265,1.63677653753169,0.888467303382364,-0.6547060518120552,-0.6697870242676855,113031.0,113031.0
n000026,-3.5183803675633216,4.133966606022067,1.7244847640526388,0.16747974389282438,-9.971066726468587,-3.1883262470704556,-1.1554651202339992,5.186758638568572,4.5316001867792295,-9.654282587231375,-1.5383128427983226,0.6308023356533227,-6.508053011216541,4.407153503833155,1.9863131276885282,113031.0,113031.0
n000027,-14.038021962638684,0.9764010267958638,-1.480481401397504,-5.8163302092126585,1.590164504271367,-2.068706513336794,-1.4288948283918654,2.508465081625981,5.896827548984881,2.5017520734903034,2.962499459056986,-0.21640802117312097,-6.00128979988677,2.2805875218652223,1.1836519059178172,113031.0,113031.0
n000028,-9.216370711424737,7.302873788894472,0.7168185066719606,-3.7138789923022824,-5.833823771619618,2.0070306298647003,0.6913098778561881,5.947454196576736,2.9705291308471633,0.2679733976966272,-2.4635347113286903,-2.273893349510418,-3.5578962698197114,-2.005943833053536,6.1717138189382945,113031.0,113031.0
n000029,-8.038942538590417,5.936650329647261,4.09184600214654,-4.651251034215678,-5.401416880473385,1.0124247477268202,2.64385898925594,4.626353256881411,-5.727650610186608,3.444564052370308,-3.8932212363970082,0.21678937537931953,6.628568158103923,-1.6583628149369092,3.7946535993448105,113031.0,113031.0
