,omer_02.jpg,tal_05.jpg,omer_07.jpg,tal_06.jpg,omer_06.jpg,omer_08.jpg,tal_01.jpg,omer_03.jpg,tal_07.jpg,tal_03.jpg,omer_04.jpg,omer_10.jpg,tal_09.jpg,tal_02.jpg,tal_08.jpg,omer_09.jpg,tal_10.jpg,omer_05.jpg,tal_04.jpg,matt_04.jpg,dom_10.jpg,dom_05.jpg,matt_08.jpg,dom_04.jpg,matt_02.jpg,matt_07.jpg,matt_06.jpg,matt_05.jpg,dom_07.jpg,dom_03.jpg,matt_03.jpg,matt_01.jpg,dom_06.jpg,matt_10.jpg,dom_01.jpg,dom_09.jpg,matt_09.jpg,dom_02.jpg,tess_03.jpg,taz_06.jpg,taz_04.jpg,taz_03.jpg,tess_01.jpg,tess_07.jpg,tess_05.jpg,taz_05.jpg,tess_02.jpg,tess_09.jpg,tess_06.jpg,taz_07.jpg,taz_02.jpg,tess_04.jpg,taz_09.jpg,tess_08.jpg,taz_08.jpg,taz_01.jpg,tess_10.jpg,taz_10.jpg,marina_07.jpg,tamar_04.jpg,tess_03.jpg.1,omer_02.jpg.1,marina_04.jpg,taz_06.jpg.1,taz_04.jpg.1,marina_01.jpg,matt_04.jpg.1,taz_03.jpg.1,dom_10.jpg.1,dom_05.jpg.1,tess_01.jpg.1,tal_05.jpg.1,marina_06.jpg,tamar_09.jpg,omer_07.jpg.1,tal_06.jpg.1,tess_07.jpg.1,matt_08.jpg.1,marina_08.jpg,omer_06.jpg.1,omer_08.jpg.1,tal_01.jpg.1,dom_04.jpg.1,tamar_10.jpg,omer_03.jpg.1,tamar_02.jpg,tamar_05.jpg,tal_07.jpg.1,tess_05.jpg.1,matt_02.jpg.1,tamar_07.jpg,tamar_03.jpg,tal_03.jpg.1,taz_05.jpg.1,marina_09.jpg,tess_02.jpg.1,matt_07.jpg.1,tess_09.jpg.1,tess_06.jpg.1,omer_04.jpg.1,omer_10.jpg.1,taz_07.jpg.1,tamar_01.jpg,marina_10.jpg,tal_09.jpg.1,matt_06.jpg.1,tamar_06.jpg,matt_05.jpg.1,taz_02.jpg.1,dom_07.jpg.1,marina_05.jpg,tal_02.jpg.1,tal_08.jpg.1,tess_04.jpg.1,taz_09.jpg.1,omer_09.jpg.1,dom_03.jpg.1,tal_10.jpg.1,matt_03.jpg.1,matt_01.jpg.1,omer_05.jpg.1,tess_08.jpg.1,marina_02.jpg,marina_03.jpg,tal_04.jpg.1,dom_06.jpg.1,matt_10.jpg.1,taz_08.jpg.1,taz_01.jpg.1,dom_01.jpg.1,dom_09.jpg.1,matt_09.jpg.1,tamar_08.jpg,tess_10.jpg.1,dom_02.jpg.1,taz_10.jpg.1,marina_07.jpg.1,tamar_04.jpg.1,marina_04.jpg.1,marina_01.jpg.1,marina_06.jpg.1,tamar_09.jpg.1,marina_08.jpg.1,tamar_10.jpg.1,tamar_02.jpg.1,tamar_05.jpg.1,tamar_07.jpg.1,tamar_03.jpg.1,marina_09.jpg.1,tamar_01.jpg.1,marina_10.jpg.1,tamar_06.jpg.1,marina_05.jpg.1,marina_02.jpg.1,marina_03.jpg.1,tamar_08.jpg.1
0,0.0,0.40432745,0.35225767,0.5422262,0.13801742,0.28120852,0.21407467,0.17562836,0.31494659999999997,0.29255033,0.18929458,0.40861654,0.36016309999999996,0.282609,0.2827499,0.25760323,0.43620545,0.26373523,0.45302194,0.71196806,0.6273745,0.5697836,0.732931,0.53062105,0.56896317,0.6222711,0.44972706,0.6906147,0.5851964,0.49085784,0.62264025,0.69893175,0.6359058000000001,0.47004962,0.66642594,0.6622264,0.72350985,0.51888216,0.67981243,0.78222525,0.7806050999999999,0.8394883,0.8270482,0.7348784,0.86928785,0.84191716,0.86060816,0.76895565,0.72171134,0.64274013,0.71287346,0.8140337,0.8319486999999999,0.775167,0.66160935,0.76445645,0.90890384,0.7021954,0.7827887,0.8774318000000001,0.67981243,0.0,0.8841465000000001,0.78222525,0.7806050999999999,0.86661935,0.71196806,0.8394883,0.6273745,0.5697836,0.8270482,0.40432745,0.6521958000000001,0.76970875,0.35225767,0.5422262,0.7348784,0.732931,0.88139254,0.13801742,0.28120852,0.21407467,0.53062105,0.8131873000000001,0.17562836,0.84669554,0.828865,0.31494659999999997,0.86928785,0.56896317,0.6682449,0.8422801999999999,0.29255033,0.84191716,0.83954704,0.86060816,0.6222711,0.76895565,0.72171134,0.18929458,0.40861654,0.64274013,0.8604790000000001,0.59963524,0.36016309999999996,0.44972706,0.8779029,0.6906147,0.71287346,0.5851964,0.77644074,0.282609,0.2827499,0.8140337,0.8319486999999999,0.25760323,0.49085784,0.43620545,0.62264025,0.69893175,0.26373523,0.775167,0.79377866,0.74434125,0.45302194,0.6359058000000001,0.47004962,0.66160935,0.76445645,0.66642594,0.6622264,0.72350985,0.8079752,0.90890384,0.51888216,0.7021954,0.7827887,0.8774318000000001,0.8841465000000001,0.86661935,0.6521958000000001,0.76970875,0.88139254,0.8131873000000001,0.84669554,0.828865,0.6682449,0.8422801999999999,0.83954704,0.8604790000000001,0.59963524,0.8779029,0.77644074,0.79377866,0.74434125,0.8079752
1,0.40432745,0.0,0.45831716,0.37842596,0.51060677,0.3410768,0.40914172,0.3636042,0.4739009,0.21160531,0.30686623,0.26806283,0.35216856,0.49618304,0.6221453,0.37894058,0.5024706,0.45110315,0.66292644,0.8228058000000001,0.69347644,0.6363366,0.8064446,0.49824327,0.6616938,0.6005472,0.62326944,0.7543951,0.60753495,0.6342890999999999,0.77532935,0.7793621999999999,0.64101267,0.7194704000000001,0.7841888000000001,0.7457285,0.76057035,0.61976457,0.70231247,0.82066786,0.8316723,0.81359625,0.8197247,0.77559423,0.83311677,0.83171797,0.83336586,0.7545126,0.7073934000000001,0.71153605,0.7470524000000001,0.78166115,0.82573295,0.8355019,0.7916993,0.7334191,0.88826907,0.7877333000000001,0.78235614,0.8860091,0.70231247,0.40432745,0.7958708999999999,0.82066786,0.8316723,0.76809424,0.8228058000000001,0.81359625,0.69347644,0.6363366,0.8197247,0.0,0.79158765,0.8078509,0.45831716,0.37842596,0.77559423,0.8064446,0.8674025,0.51060677,0.3410768,0.40914172,0.49824327,0.80916023,0.3636042,0.82953376,0.84858084,0.4739009,0.83311677,0.6616938,0.7776675000000001,0.88297564,0.21160531,0.83171797,0.7637114,0.83336586,0.6005472,0.7545126,0.7073934000000001,0.30686623,0.26806283,0.71153605,0.88885957,0.69999605,0.35216856,0.62326944,0.8654350000000001,0.7543951,0.7470524000000001,0.60753495,0.7576655,0.49618304,0.6221453,0.78166115,0.82573295,0.37894058,0.6342890999999999,0.5024706,0.77532935,0.7793621999999999,0.45110315,0.8355019,0.7790066999999999,0.7822806999999999,0.66292644,0.64101267,0.7194704000000001,0.7916993,0.7334191,0.7841888000000001,0.7457285,0.76057035,0.839405,0.88826907,0.61976457,0.7877333000000001,0.78235614,0.8860091,0.7958708999999999,0.76809424,0.79158765,0.8078509,0.8674025,0.80916023,0.82953376,0.84858084,0.7776675000000001,0.88297564,0.7637114,0.88885957,0.69999605,0.8654350000000001,0.7576655,0.7790066999999999,0.7822806999999999,0.839405
2,0.35225767,0.45831716,0.0,0.5431259,0.42354548,0.41482568,0.33832985,0.35227102,0.4225911,0.4047885,0.42157406,0.38764477,0.5719887,0.43002248,0.48906094,0.33518916,0.5026577999999999,0.39304888,0.584709,0.88666576,0.62615895,0.6469616,0.89162457,0.6369994000000001,0.7572566,0.75989914,0.5766529,0.8083520000000001,0.66269,0.6215503000000001,0.8469399,0.8426530000000001,0.66163033,0.69308186,0.7882851,0.73098254,0.857886,0.5479368,0.6075206,0.7886754,0.78497905,0.7615772,0.71126854,0.65754396,0.80649066,0.83533883,0.7953241999999999,0.6879102,0.6361349000000001,0.6225636999999999,0.6873100999999999,0.78259444,0.7538438000000001,0.7799761,0.5526663,0.7214957,0.8898545,0.7865257,0.71608514,0.93714213,0.6075206,0.35225767,0.8299118000000001,0.7886754,0.78497905,0.7795991999999999,0.88666576,0.7615772,0.62615895,0.6469616,0.71126854,0.45831716,0.60581243,0.8047433,0.0,0.5431259,0.65754396,0.89162457,0.88661784,0.42354548,0.41482568,0.33832985,0.6369994000000001,0.8728254000000001,0.35227102,0.79369175,0.81163216,0.4225911,0.80649066,0.7572566,0.68451315,0.7219802,0.4047885,0.83533883,0.8100514,0.7953241999999999,0.75989914,0.6879102,0.6361349000000001,0.42157406,0.38764477,0.6225636999999999,0.8284002,0.615059,0.5719887,0.5766529,0.8760287,0.8083520000000001,0.6873100999999999,0.66269,0.74316883,0.43002248,0.48906094,0.78259444,0.7538438000000001,0.33518916,0.6215503000000001,0.5026577999999999,0.8469399,0.8426530000000001,0.39304888,0.7799761,0.83818793,0.65765524,0.584709,0.66163033,0.69308186,0.5526663,0.7214957,0.7882851,0.73098254,0.857886,0.7775639,0.8898545,0.5479368,0.7865257,0.71608514,0.93714213,0.8299118000000001,0.7795991999999999,0.60581243,0.8047433,0.88661784,0.8728254000000001,0.79369175,0.81163216,0.68451315,0.7219802,0.8100514,0.8284002,0.615059,0.8760287,0.74316883,0.83818793,0.65765524,0.7775639
3,0.5422262,0.37842596,0.5431259,0.0,0.5192922000000001,0.51203513,0.42563182,0.5454834,0.5068649000000001,0.29834282,0.5445224,0.3981433,0.5260766,0.47225500000000004,0.6126803000000001,0.57362145,0.50091964,0.5112449,0.54676485,0.732819,0.43226433,0.6203586,0.7676286999999999,0.39817536,0.5488462,0.5466466,0.6222201,0.61868966,0.55433667,0.5299465,0.7339435999999999,0.69669205,0.5264101,0.7101938,0.5986289,0.70196676,0.7307443,0.39052045,0.8184640999999999,0.8586743,0.92555684,0.8871462999999999,0.91640544,0.88541305,0.8864285,0.90688807,0.84801704,0.87415326,0.8721411,0.7931951999999999,0.8240966999999999,0.9223415,0.90201116,0.9244038,0.8334617,0.87723035,0.87842554,0.7964274,0.77466196,0.7471287,0.8184640999999999,0.5422262,0.6381456999999999,0.8586743,0.92555684,0.84121823,0.732819,0.8871462999999999,0.43226433,0.6203586,0.91640544,0.37842596,0.7634847,0.7636778000000001,0.5431259,0.0,0.88541305,0.7676286999999999,0.8115713999999999,0.5192922000000001,0.51203513,0.42563182,0.39817536,0.63998723,0.5454834,0.73402673,0.7521605,0.5068649000000001,0.8864285,0.5488462,0.66781497,0.8522565999999999,0.29834282,0.90688807,0.792087,0.84801704,0.5466466,0.87415326,0.8721411,0.5445224,0.3981433,0.7931951999999999,0.7945485999999999,0.749106,0.5260766,0.6222201,0.8296826999999999,0.61868966,0.8240966999999999,0.55433667,0.6666907,0.47225500000000004,0.6126803000000001,0.9223415,0.90201116,0.57362145,0.5299465,0.50091964,0.7339435999999999,0.69669205,0.5112449,0.9244038,0.8704812,0.69978225,0.54676485,0.5264101,0.7101938,0.8334617,0.87723035,0.5986289,0.70196676,0.7307443,0.78365606,0.87842554,0.39052045,0.7964274,0.77466196,0.7471287,0.6381456999999999,0.84121823,0.7634847,0.7636778000000001,0.8115713999999999,0.63998723,0.73402673,0.7521605,0.66781497,0.8522565999999999,0.792087,0.7945485999999999,0.749106,0.8296826999999999,0.6666907,0.8704812,0.69978225,0.78365606
4,0.13801742,0.51060677,0.42354548,0.5192922000000001,0.0,0.34101665,0.1817208,0.2907616,0.2556051,0.36413014,0.28545702,0.5015037999999999,0.44707483,0.2712074,0.24109298,0.37709838,0.45706713,0.2875365,0.34456509999999996,0.61159897,0.54869175,0.5309043000000001,0.71218204,0.49453420000000003,0.49132025,0.6060233,0.48719716,0.5634197,0.5435629,0.37395436,0.51525587,0.62516177,0.57291865,0.4581777,0.5639976,0.6149472,0.6781701,0.3858937,0.7420621000000001,0.7650893,0.8072924,0.8675149999999999,0.86426294,0.7518342,0.87735325,0.8381622,0.864381,0.8198001,0.77190423,0.6624373,0.7614913000000001,0.83424777,0.8607216999999999,0.75764185,0.7000059000000001,0.82262444,0.8771177,0.6666559,0.81977564,0.80615085,0.7420621000000001,0.13801742,0.8755161,0.7650893,0.8072924,0.9040100000000001,0.61159897,0.8675149999999999,0.54869175,0.5309043000000001,0.86426294,0.51060677,0.64413804,0.72710085,0.42354548,0.5192922000000001,0.7518342,0.71218204,0.8172863,0.0,0.34101665,0.1817208,0.49453420000000003,0.7618518,0.2907616,0.8249526,0.776894,0.2556051,0.87735325,0.49132025,0.62281764,0.8178149,0.36413014,0.8381622,0.8182635,0.864381,0.6060233,0.8198001,0.77190423,0.28545702,0.5015037999999999,0.6624373,0.8113581,0.6067720999999999,0.44707483,0.48719716,0.8338291999999999,0.5634197,0.7614913000000001,0.5435629,0.76530254,0.2712074,0.24109298,0.83424777,0.8607216999999999,0.37709838,0.37395436,0.45706713,0.51525587,0.62516177,0.2875365,0.75764185,0.796798,0.7155354,0.34456509999999996,0.57291865,0.4581777,0.7000059000000001,0.82262444,0.5639976,0.6149472,0.6781701,0.7689071,0.8771177,0.3858937,0.6666559,0.81977564,0.80615085,0.8755161,0.9040100000000001,0.64413804,0.72710085,0.8172863,0.7618518,0.8249526,0.776894,0.62281764,0.8178149,0.8182635,0.8113581,0.6067720999999999,0.8338291999999999,0.76530254,0.796798,0.7155354,0.7689071
5,0.28120852,0.3410768,0.41482568,0.51203513,0.34101665,0.0,0.40633523,0.21744144,0.38880354,0.30344522,0.10380691,0.28861237,0.39218128,0.4140612,0.57858026,0.22396069999999998,0.5376363000000001,0.24630511,0.63766384,0.75886905,0.7271688000000001,0.59627056,0.8188018,0.5636496999999999,0.6617498,0.6804136,0.572973,0.74756736,0.63047665,0.56650996,0.71557796,0.77104914,0.6250041000000001,0.6988281999999999,0.7558038,0.6717559000000001,0.7746154000000001,0.5903721,0.8373379999999999,0.89063144,0.9031892,0.9059723,0.9024639999999999,0.84018105,0.94024724,0.89075357,0.94341856,0.87800246,0.82649827,0.7615086999999999,0.86135674,0.8503335999999999,0.9202469000000001,0.8840478999999999,0.8352002000000001,0.8685541999999999,0.9605198,0.85254645,0.87684095,0.9265777000000001,0.8373379999999999,0.28120852,0.9081773999999999,0.89063144,0.9031892,0.8885328000000001,0.75886905,0.9059723,0.7271688000000001,0.59627056,0.9024639999999999,0.3410768,0.8231792,0.8967516999999999,0.41482568,0.51203513,0.84018105,0.8188018,0.92954296,0.34101665,0.0,0.40633523,0.5636496999999999,0.8823694,0.21744144,0.9034749,0.92105615,0.38880354,0.94024724,0.6617498,0.84725857,0.92814183,0.30344522,0.89075357,0.86289567,0.94341856,0.6804136,0.87800246,0.82649827,0.10380691,0.28861237,0.7615086999999999,0.94882107,0.7460989,0.39218128,0.572973,0.910499,0.74756736,0.86135674,0.63047665,0.85820574,0.4140612,0.57858026,0.8503335999999999,0.9202469000000001,0.22396069999999998,0.56650996,0.5376363000000001,0.71557796,0.77104914,0.24630511,0.8840478999999999,0.86767244,0.8225912000000001,0.63766384,0.6250041000000001,0.6988281999999999,0.8352002000000001,0.8685541999999999,0.7558038,0.6717559000000001,0.7746154000000001,0.8834200000000001,0.9605198,0.5903721,0.85254645,0.87684095,0.9265777000000001,0.9081773999999999,0.8885328000000001,0.8231792,0.8967516999999999,0.92954296,0.8823694,0.9034749,0.92105615,0.84725857,0.92814183,0.86289567,0.94882107,0.7460989,0.910499,0.85820574,0.86767244,0.8225912000000001,0.8834200000000001
6,0.21407467,0.40914172,0.33832985,0.42563182,0.1817208,0.40633523,0.0,0.3740583,0.21167725,0.2752236,0.36989534,0.4585291,0.46875244,0.25639862,0.22277111,0.44167036,0.41899943,0.36844665,0.35978150000000003,0.7622312,0.5426573,0.44205079999999997,0.77849317,0.41345249999999995,0.5560111999999999,0.57508135,0.4691005999999999,0.56113386,0.45718026,0.40695083,0.6293367,0.67801976,0.49103463,0.44733083,0.62771535,0.66912234,0.693203,0.361225,0.6754340999999999,0.72066814,0.79841197,0.8343464,0.81677735,0.67901826,0.84760684,0.83489066,0.8345244,0.75306416,0.7254623,0.60830086,0.7322485,0.81438565,0.8355999,0.7469392,0.6887314999999999,0.7841308000000001,0.8801677,0.6783722,0.8366219000000001,0.88060796,0.6754340999999999,0.21407467,0.874259,0.72066814,0.79841197,0.9073123,0.7622312,0.8343464,0.5426573,0.44205079999999997,0.81677735,0.40914172,0.67486465,0.7148444,0.33832985,0.42563182,0.67901826,0.77849317,0.86099315,0.1817208,0.40633523,0.0,0.41345249999999995,0.80933833,0.3740583,0.85032713,0.7697854000000001,0.21167725,0.84760684,0.5560111999999999,0.6464618000000001,0.8264501,0.2752236,0.83489066,0.80218923,0.8345244,0.57508135,0.75306416,0.7254623,0.36989534,0.4585291,0.60830086,0.81651676,0.67277837,0.46875244,0.4691005999999999,0.87487566,0.56113386,0.7322485,0.45718026,0.8026638,0.25639862,0.22277111,0.81438565,0.8355999,0.44167036,0.40695083,0.41899943,0.6293367,0.67801976,0.36844665,0.7469392,0.8193729,0.62731946,0.35978150000000003,0.49103463,0.44733083,0.6887314999999999,0.7841308000000001,0.62771535,0.66912234,0.693203,0.82606435,0.8801677,0.361225,0.6783722,0.8366219000000001,0.88060796,0.874259,0.9073123,0.67486465,0.7148444,0.86099315,0.80933833,0.85032713,0.7697854000000001,0.6464618000000001,0.8264501,0.80218923,0.81651676,0.67277837,0.87487566,0.8026638,0.8193729,0.62731946,0.82606435
7,0.17562836,0.3636042,0.35227102,0.5454834,0.2907616,0.21744144,0.3740583,0.0,0.35628915,0.36396074,0.12896591,0.35734493,0.2678759,0.45865512,0.49494797,0.105258465,0.44965315,0.23388928,0.6123779,0.7581851,0.66807985,0.66984695,0.7947069,0.6112687,0.6753321999999999,0.6581349,0.55328727,0.7981216,0.66498256,0.6126989,0.72210574,0.7923716,0.6966007,0.6560383000000001,0.7590111999999999,0.6592887,0.8244574,0.567832,0.69198036,0.7925615,0.80345106,0.8141178000000001,0.8241288,0.7782036,0.8662032,0.8190609000000001,0.8582860999999999,0.7703833999999999,0.70090437,0.6536201,0.71195453,0.7608693,0.80959004,0.78800166,0.6595764000000001,0.7697704000000001,0.90801805,0.73287475,0.7396232,0.8847222,0.69198036,0.17562836,0.834614,0.7925615,0.80345106,0.78795236,0.7581851,0.8141178000000001,0.66807985,0.66984695,0.8241288,0.3636042,0.6331619,0.78372777,0.35227102,0.5454834,0.7782036,0.7947069,0.8475501,0.2907616,0.21744144,0.3740583,0.6112687,0.8058137,0.0,0.79813606,0.82511127,0.35628915,0.8662032,0.6753321999999999,0.69114697,0.82038975,0.36396074,0.8190609000000001,0.7669655,0.8582860999999999,0.6581349,0.7703833999999999,0.70090437,0.12896591,0.35734493,0.6536201,0.86518407,0.52265096,0.2678759,0.55328727,0.8429469999999999,0.7981216,0.71195453,0.66498256,0.7109058000000001,0.45865512,0.49494797,0.7608693,0.80959004,0.105258465,0.6126989,0.44965315,0.72210574,0.7923716,0.23388928,0.78800166,0.7259379,0.7326659000000001,0.6123779,0.6966007,0.6560383000000001,0.6595764000000001,0.7697704000000001,0.7590111999999999,0.6592887,0.8244574,0.75697315,0.90801805,0.567832,0.73287475,0.7396232,0.8847222,0.834614,0.78795236,0.6331619,0.78372777,0.8475501,0.8058137,0.79813606,0.82511127,0.69114697,0.82038975,0.7669655,0.86518407,0.52265096,0.8429469999999999,0.7109058000000001,0.7259379,0.7326659000000001,0.75697315
8,0.31494659999999997,0.4739009,0.4225911,0.5068649000000001,0.2556051,0.38880354,0.21167725,0.35628915,1.1920928999999999e-07,0.40365416,0.35856158,0.43573803,0.48680347,0.39068043,0.35977006,0.42235243,0.44770038,0.42379049999999996,0.4512018,0.7153354999999999,0.5648506999999999,0.3966487,0.7559768,0.33811212,0.61955905,0.58535534,0.41853136,0.50249815,0.38602608,0.41348845,0.5831430000000001,0.7537924,0.44156670000000003,0.46512717,0.58359134,0.47142375,0.71687365,0.42708862,0.7399361,0.6841904999999999,0.8127605,0.818645,0.8540523000000001,0.65750444,0.8623791,0.7733095999999999,0.84351516,0.8012414000000001,0.73336536,0.53308535,0.7343755,0.76578915,0.8373509,0.7536491999999999,0.67126715,0.82017463,0.879835,0.63484204,0.8352343000000001,0.8582281999999999,0.7399361,0.31494659999999997,0.8222722,0.6841904999999999,0.8127605,0.88575876,0.7153354999999999,0.818645,0.5648506999999999,0.3966487,0.8540523000000001,0.4739009,0.6400983,0.7396102,0.4225911,0.5068649000000001,0.65750444,0.7559768,0.8096489,0.2556051,0.38880354,0.21167725,0.33811212,0.7518471999999999,0.35628915,0.85621727,0.6808574000000001,1.1920928999999999e-07,0.8623791,0.61955905,0.62332356,0.8034844,0.40365416,0.7733095999999999,0.7356807,0.84351516,0.58535534,0.8012414000000001,0.73336536,0.35856158,0.43573803,0.53308535,0.8277404,0.6466626,0.48680347,0.41853136,0.84233725,0.50249815,0.7343755,0.38602608,0.7477835,0.39068043,0.35977006,0.76578915,0.8373509,0.42235243,0.41348845,0.44770038,0.5831430000000001,0.7537924,0.42379049999999996,0.7536491999999999,0.7508945,0.5438786999999999,0.4512018,0.44156670000000003,0.46512717,0.67126715,0.82017463,0.58359134,0.47142375,0.71687365,0.82979864,0.879835,0.42708862,0.63484204,0.8352343000000001,0.8582281999999999,0.8222722,0.88575876,0.6400983,0.7396102,0.8096489,0.7518471999999999,0.85621727,0.6808574000000001,0.62332356,0.8034844,0.7356807,0.8277404,0.6466626,0.84233725,0.7477835,0.7508945,0.5438786999999999,0.82979864
9,0.29255033,0.21160531,0.4047885,0.29834282,0.36413014,0.30344522,0.2752236,0.36396074,0.40365416,5.960464499999999e-08,0.27554345,0.31378192,0.41410327,0.40694225,0.50895244,0.44336998,0.4181853,0.35129136,0.57170326,0.73183906,0.6163090999999999,0.4875508,0.7024201,0.39227188,0.4974246,0.51367295,0.5563754,0.6544446999999999,0.44597542,0.43058163,0.6538613,0.66019344,0.5358075,0.6207196,0.65175045,0.6597991,0.72634065,0.48861843,0.7028463,0.80821455,0.84704006,0.8421204,0.82847923,0.7565936,0.8475589,0.83325386,0.84355867,0.77095616,0.73061764,0.7095625,0.7297224,0.8227791999999999,0.8552548000000001,0.839633,0.7865978,0.75743264,0.91469264,0.72980666,0.81213456,0.88124645,0.7028463,0.29255033,0.8408909,0.80821455,0.84704006,0.8509655999999999,0.73183906,0.8421204,0.6163090999999999,0.4875508,0.82847923,0.21160531,0.79546636,0.7952452,0.4047885,0.29834282,0.7565936,0.7024201,0.88750577,0.36413014,0.30344522,0.2752236,0.39227188,0.76519525,0.36396074,0.85202813,0.8267453000000001,0.40365416,0.8475589,0.4974246,0.76133907,0.8938371999999999,5.960464499999999e-08,0.83325386,0.8234544,0.84355867,0.51367295,0.77095616,0.73061764,0.27554345,0.31378192,0.7095625,0.87478155,0.742893,0.41410327,0.5563754,0.8730629999999999,0.6544446999999999,0.7297224,0.44597542,0.7767196,0.40694225,0.50895244,0.8227791999999999,0.8552548000000001,0.44336998,0.43058163,0.4181853,0.6538613,0.66019344,0.35129136,0.839633,0.81822854,0.79251957,0.57170326,0.5358075,0.6207196,0.7865978,0.75743264,0.65175045,0.6597991,0.72634065,0.87161994,0.91469264,0.48861843,0.72980666,0.81213456,0.88124645,0.8408909,0.8509655999999999,0.79546636,0.7952452,0.88750577,0.76519525,0.85202813,0.8267453000000001,0.76133907,0.8938371999999999,0.8234544,0.87478155,0.742893,0.8730629999999999,0.7767196,0.81822854,0.79251957,0.87161994
